liga,hora,home,away,Odd_H,Odd_D,Odd_A,link_confronto
Países Baixos - Eredivisie,14:45,AZ,Excelsior,1.33,5.75,7.5,https://redscores.com/pt-br/match/az-excelsior/aAxCN
Inglaterra - Championship,16:45,Southampton,Sheffield Utd,2.3,3.8,2.7,https://redscores.com/pt-br/match/sheffield-united-southampton/KxcA
Inglaterra - Championship,16:45,Watford,Portsmouth,1.72,3.75,4.75,https://redscores.com/pt-br/match/portsmouth-watford/CxM
Inglaterra - Championship,17:00,Stoke,Middlesbrough,3.0,3.3,2.35,https://redscores.com/pt-br/match/middlesbrough-stoke-city/Dxn
África do Sul - Premier League,14:30,TS Galaxy,Marumo Gallants FC,2.0,2.8,3.8,https://redscores.com/pt-br/match/marumo-gallants-fc-ts-galaxy/URtxjoaA
Arábia Saudita - Pro League,12:30,Al Akhdoud,Al Riyadh,2.4,2.9,2.75,https://redscores.com/pt-br/match/al-riyadh-al-akhdoud/HXcxLQAA
Arábia Saudita - Pro League,14:30,Al Ettifaq,Al Suqoor,2.45,3.3,2.45,https://redscores.com/pt-br/match/al-ettifaq-al-suqoor/dvbxuXc
Arábia Saudita - Pro League,14:30,Damac,Al Nassr,12.0,6.0,1.18,https://redscores.com/pt-br/match/al-nassr-damac/CUxlXc
Egito - Premier League,12:00,Ceramica Cleopatra,Al Ittihad,1.83,3.0,4.2,https://redscores.com/pt-br/match/al-ittihad-ceramica-cleopatra/SCbxUKdA
Egito - Premier League,15:00,Smouha,Pharco,1.9,2.7,4.5,https://redscores.com/pt-br/match/smouha-pharco/mQbxuyE
Inglaterra - National League,16:45,Forest Green,Altrincham,1.4,4.33,7.0,https://redscores.com/pt-br/match/forest-green-rovers-altrincham/4bxdj
Inglaterra - National League,16:45,Wealdstone,Tamworth,2.2,3.4,2.9,https://redscores.com/pt-br/match/tamworth-wealdstone/Vbxec
Inglaterra - National League,16:45,Halifax Town,Morecambe,2.1,3.4,3.1,https://redscores.com/pt-br/match/halifax-town-morecambe/Ufxug
Inglaterra - National League,16:45,Carlisle,York City,3.0,3.5,2.15,https://redscores.com/pt-br/match/york-city-carlisle-united/PAxMC
Inglaterra - National League,16:45,Solihull Moors,Rochdale,3.6,3.5,1.9,https://redscores.com/pt-br/match/rochdale-solihull-moors/6Bx3i
Portugal - Segunda Liga,15:00,União de Leiria,Vizela,2.5,3.0,2.62,https://redscores.com/pt-br/match/uniao-de-leiria-vizela/8PAx0Fb
